phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.542	2.037	1.729	1.076	0.275	1.939	1.866	0.526	0.259	1.957	1.892	0.501
0.540	2.029	1.733	1.055	0.275	1.939	1.866	0.526	0.259	1.951	1.886	0.499
0.544	2.026	1.710	1.087	0.275	1.939	1.866	0.526	0.259	1.950	1.885	0.500
0.557	2.015	1.648	1.159	0.275	1.939	1.866	0.526	0.260	1.944	1.879	0.499
0.580	2.024	1.620	1.213	0.275	1.939	1.866	0.526	0.260	1.952	1.886	0.502
0.581	2.026	1.663	1.157	0.275	1.939	1.866	0.526	0.260	1.951	1.886	0.501
0.578	2.031	1.718	1.083	0.275	1.939	1.866	0.526	0.259	1.953	1.888	0.500
0.575	2.018	1.738	1.024	0.275	1.939	1.866	0.526	0.259	1.943	1.878	0.497
0.573	2.020	1.739	1.027	0.275	1.939	1.866	0.526	0.258	1.945	1.880	0.497
0.567	2.019	1.773	0.966	0.275	1.939	1.866	0.526	0.258	1.943	1.879	0.496
0.565	2.025	1.768	0.988	0.275	1.938	1.865	0.526	0.259	1.948	1.883	0.498
0.564	2.044	1.768	1.025	0.275	1.938	1.865	0.526	0.258	1.960	1.895	0.501
0.556	2.030	1.749	1.030	0.275	1.938	1.865	0.526	0.259	1.951	1.886	0.499
0.547	2.021	1.772	0.973	0.275	1.912	1.840	0.519	0.258	1.936	1.872	0.494
0.535	2.024	1.773	0.976	0.275	1.912	1.840	0.519	0.258	1.938	1.874	0.494
0.516	2.020	1.798	0.921	0.275	1.912	1.840	0.519	0.258	1.935	1.871	0.493
0.514	2.024	1.707	1.087	0.275	1.886	1.815	0.511	0.258	1.932	1.868	0.493
0.515	2.023	1.753	1.009	0.275	1.886	1.815	0.511	0.258	1.930	1.866	0.492
0.518	2.019	1.726	1.047	0.275	1.886	1.815	0.511	0.258	1.928	1.864	0.492
0.520	2.022	1.744	1.023	0.275	1.886	1.815	0.511	0.258	1.929	1.865	0.492
0.520	2.024	1.779	0.967	0.275	1.886	1.815	0.511	0.257	1.930	1.866	0.491
0.524	2.033	1.684	1.139	0.275	1.886	1.815	0.511	0.259	1.939	1.875	0.496
0.529	2.032	1.727	1.070	0.275	1.886	1.815	0.511	0.258	1.937	1.873	0.494
0.534	2.015	1.727	1.036	0.275	1.886	1.815	0.511	0.258	1.925	1.861	0.491
0.539	2.017	1.704	1.080	0.275	1.886	1.815	0.511	0.258	1.928	1.864	0.492
0.545	2.018	1.746	1.011	0.275	1.886	1.815	0.511	0.258	1.926	1.862	0.491
0.543	2.033	1.798	0.947	0.275	1.886	1.815	0.511	0.257	1.935	1.871	0.492
0.538	2.025	1.798	0.930	0.275	1.886	1.815	0.511	0.257	1.930	1.866	0.491
0.534	2.026	1.759	1.004	0.275	1.886	1.815	0.511	0.258	1.931	1.867	0.492
0.534	2.017	1.728	1.040	0.275	1.886	1.815	0.511	0.258	1.926	1.862	0.491
0.536	2.017	1.678	1.119	0.275	1.886	1.815	0.511	0.259	1.928	1.864	0.493
0.539	2.017	1.681	1.114	0.275	1.886	1.815	0.511	0.259	1.928	1.864	0.493
0.544	2.022	1.669	1.142	0.275	1.886	1.815	0.511	0.259	1.932	1.868	0.494
